CODE,MFR,MODEL,TYPE-ENG,NO-ENG,NO-SEATS,N-NUMBER,YEAR MFR,NAME
13844CB,BOEING                        ,737-823             ,5,2,162,936NN,2013,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,937AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,937NN,2013,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,938AN,2000,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,938NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,939AN,2000,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,939NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,940AN,2000,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,940NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,941AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,941NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,942AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,942NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,943AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,943NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,944AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,944NN,2014,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,945AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,945NN,2014,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,946AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,946NN,2014,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,947AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,947NN,2014,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,948AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,948NN,2014,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,949AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,949NN,2014,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,950AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,950NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,951AA,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,951NN,2014,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,952AA,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,952NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,953AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,953NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,954AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,954NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,955AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,955NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,956AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,956NN,2014,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,957AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,957NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,958AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,958NN,2014,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,959AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,959NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,960AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,960NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,961AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,961NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,962AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,962NN,2014,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,963AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,963NN,2014,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,964AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,964NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,965AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,965NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,966AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,966NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,967AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,967NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,968AN,2001,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,968NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,969AN,2001,WILMINGTON TRUST NA TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,969NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,970AN,2001,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,970NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,971AN,2001,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,971NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,972AN,2001,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,972NN,2015,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,973AN,2001,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,973NN,2015,AMERICAN AIRLINES INC                             
